Accession,Collection_Date,Host,Country,Subtype,Length,Isolate
XRY72851,1/28/2025,Homo sapiens,USA,H3N2,566,WA-UW-10880
XWX52210,3/27/2024,Homo sapiens,USA,H3N2,566,WA-UW-10640
XAX01982,3/7/2024,Homo sapiens,USA,H3N2,566,WA-UW-10638
XRY72531,1/2/2025,Homo sapiens,USA,H3N2,566,WA-UW-10432
XPP62787,11/16/2024,Homo sapiens,USA,H3N2,566,WA-UW-10432
XAX02135,4/14/2024,Homo sapiens,USA,H1N1,562,WA-UW-09473
XBA98815,1/8/2024,Homo sapiens,USA,H1N1,566,WA-UW-08910
XWX51844,11/23/2023,Homo sapiens,USA,H1N1,566,WA-UW-08803
XTK01820,1/30/2025,Homo sapiens,USA,H1N1,566,WA-UW-08632
XWX52191,6/15/2024,Homo sapiens,USA,H1N1,566,WA-UW-08512
XPP62623,12/2/2024,Homo sapiens,USA,H1N1,566,WA-UW-08288
XPP62075,12/20/2024,Homo sapiens,USA,H3N2,566,WA-UW-08192
XPP62281,12/30/2024,Homo sapiens,USA,H3N2,566,WA-UW-08128
XRY72923,1/31/2025,Homo sapiens,USA,H1N1,566,WA-UW-07968
XPP62606,12/31/2024,Homo sapiens,USA,H3N2,566,WA-UW-07776
XPP62034,12/18/2024,Homo sapiens,USA,H3N2,566,WA-UW-07488
XTK01878,2/8/2025,Homo sapiens,USA,H1N1,566,WA-UW-07325
XXL32100,5/18/2024,Homo sapiens,USA,H1N1,566,WA-UW-07235
XPP62027,12/16/2024,Homo sapiens,USA,H3N2,566,WA-UW-05888
XXL32084,12/21/2023,Homo sapiens,USA,H1N1,566,WA-UW-05608
XRY72958,2/2/2025,Homo sapiens,USA,H1N1,566,WA-UW-05376
XWX52200,12/20/2023,Homo sapiens,USA,H3N2,566,WA-UW-04826
XXL32071,4/22/2024,Homo sapiens,USA,H3N2,566,WA-UW-04660
XRY72557,1/4/2025,Homo sapiens,USA,H1N1,566,WA-UW-03744
XPP62384,12/24/2024,Homo sapiens,USA,H3N2,566,WA-UW-03168
XRY72809,1/27/2025,Homo sapiens,USA,H1N1,566,WA-UW-03008
XRY72641,1/16/2025,Homo sapiens,USA,H1N1,566,WA-UW-02688
XTL09994,2/29/2024,Homo sapiens,USA,H3N2,566,WA-UW-02684
XPP62251,12/28/2024,Homo sapiens,USA,H3N2,566,WA-UW-02516
XRY72681,1/21/2025,Homo sapiens,USA,H1N1,566,WA-UW-02432
XRY72633,1/16/2025,Homo sapiens,USA,H1N1,566,WA-UW-02400
XWX52158,5/29/2024,Homo sapiens,USA,H1N1,566,WA-UW-02393
XRY72578,1/8/2025,Homo sapiens,USA,H1N1,566,WA-UW-02112
XBA98789,2/20/2024,Homo sapiens,USA,H3N2,566,WA-UW-02050
XWX51954,12/23/2023,Homo sapiens,USA,H1N1,566,WA-UW-02033
XWX51993,12/28/2023,Homo sapiens,USA,H1N1,566,WA-UW-01800
XBA98779,2/20/2024,Homo sapiens,USA,H1N1,566,WA-UW-00931
XXL74585,5/14/2024,Homo sapiens,USA,H1N1,562,WA-UW-00541
XRY72965,2/2/2025,Homo sapiens,USA,H1N1,566,WA-UW-00282
XPP62372,12/29/2024,Homo sapiens,USA,H3N2,566,WA-UW-00096
XKS39713,12/15/2023,Homo sapiens,USA,,576,WA-S26118
XKS39702,12/28/2023,Homo sapiens,USA,,576,WA-S26117
XKS39655,3/23/2024,Homo sapiens,USA,H3N2,558,WA-S26113
XKS39631,11/10/2023,Homo sapiens,USA,H3N2,558,WA-S26111
XKS39619,2/8/2024,Homo sapiens,USA,H3N2,558,WA-S26110
XKS39221,1/7/2024,Homo sapiens,USA,H1N1,564,WA-S26075
XKS39210,3/22/2024,Homo sapiens,USA,H1N1,557,WA-S26074
XKS39199,1/25/2024,Homo sapiens,USA,H1N1,564,WA-S26073
XKS39188,11/29/2023,Homo sapiens,USA,H1N1,564,WA-S26072
XKS39177,11/16/2023,Homo sapiens,USA,H1N1,557,WA-S26071
XCT47072,3/13/2024,Homo sapiens,USA,H1N1,558,WA-S25535
XCT47048,2/13/2024,Homo sapiens,USA,H1N1,552,WA-S25532
XCT47036,1/22/2024,Homo sapiens,USA,H1N1,552,WA-S25531
XCF08838,1/24/2024,Homo sapiens,USA,H3N2,552,WA-S25377
XCF08826,1/23/2024,Homo sapiens,USA,H3N2,558,WA-S25376
XCF08824,3/26/2024,Homo sapiens,USA,H1N1,557,WA-S25325
XCF08813,2/25/2024,Homo sapiens,USA,H1N1,557,WA-S25324
XCF08802,2/18/2024,Homo sapiens,USA,H1N1,564,WA-S25323
XCF08780,2/8/2024,Homo sapiens,USA,H1N1,564,WA-S25321
XCF08769,2/7/2024,Homo sapiens,USA,H1N1,564,WA-S25320
XCF08758,2/6/2024,Homo sapiens,USA,H1N1,564,WA-S25319
XCF08747,2/5/2024,Homo sapiens,USA,H1N1,564,WA-S25318
XCF08736,2/4/2024,Homo sapiens,USA,H1N1,564,WA-S25317
XCF08725,2/2/2024,Homo sapiens,USA,H1N1,557,WA-S25316
XCF08714,1/31/2024,Homo sapiens,USA,H1N1,543,WA-S25315
XCF08703,1/31/2024,Homo sapiens,USA,H1N1,557,WA-S25314
XCF08692,1/23/2024,Homo sapiens,USA,H1N1,557,WA-S25313
WWA18154,12/11/2023,Homo sapiens,USA,,576,WA-S24789
WVX92314,12/10/2023,Homo sapiens,USA,H1N1,564,WA-S24788
WVX92303,12/9/2023,Homo sapiens,USA,H1N1,564,WA-S24787
WVX92292,12/7/2023,Homo sapiens,USA,H1N1,557,WA-S24786
WVX92270,12/4/2023,Homo sapiens,USA,H1N1,557,WA-S24784
WVX92259,11/21/2023,Homo sapiens,USA,H1N1,564,WA-S24783
WVX92248,11/19/2023,Homo sapiens,USA,H1N1,564,WA-S24782
WRI67482,10/23/2023,Homo sapiens,USA,H1N1,558,WA-S24526
WQQ57928,9/3/2023,Homo sapiens,USA,H1N1,557,WA-S24253
WQQ57917,9/3/2023,Homo sapiens,USA,H1N1,557,WA-S24252
XKH22199,10/18/2024,Homo sapiens,USA,H5N1,567,UW32495
XZG23595,3/27/2025,Homo sapiens,United Kingdom,,582,USAFSAM-16309
XZG23584,3/24/2025,Homo sapiens,United Kingdom,,582,USAFSAM-16308
XZG23639,4/21/2025,Homo sapiens,USA,,582,USAFSAM-16307
XZG23628,4/18/2025,Homo sapiens,USA,,582,USAFSAM-16306
XZG23617,4/10/2025,Homo sapiens,USA,,582,USAFSAM-16305
XZG23606,4/8/2025,Homo sapiens,USA,,582,USAFSAM-16304
XZG23573,4/4/2025,Homo sapiens,USA,,582,USAFSAM-16303
XZG23551,3/24/2025,Homo sapiens,USA,,582,USAFSAM-16302
XZG23540,4/18/2025,Homo sapiens,USA,,582,USAFSAM-16301
XZG23562,7/10/2025,Homo sapiens,Japan,,582,USAFSAM-16300
XZG23339,3/31/2025,Homo sapiens,Italy,,582,USAFSAM-16299
XZG23650,1/23/2025,Homo sapiens,Italy,,582,USAFSAM-16298
XZG23408,4/4/2025,Homo sapiens,Germany,,582,USAFSAM-16297
XZG23397,2/27/2025,Homo sapiens,Germany,,582,USAFSAM-16296
XZG23529,4/15/2025,Homo sapiens,USA,,582,USAFSAM-16295
XZG23518,3/26/2025,Homo sapiens,USA,,582,USAFSAM-16294
XZG23338,4/28/2025,Homo sapiens,USA,,582,USAFSAM-16293
XZG23507,4/24/2025,Homo sapiens,USA,,582,USAFSAM-16292
XZG23337,4/24/2025,Homo sapiens,USA,,582,USAFSAM-16291
XZG23336,4/17/2025,Homo sapiens,USA,,582,USAFSAM-16290
XZG23335,4/17/2025,Homo sapiens,USA,,582,USAFSAM-16289
XZG23496,4/17/2025,Homo sapiens,USA,,582,USAFSAM-16288
XZG23485,4/15/2025,Homo sapiens,USA,,582,USAFSAM-16287
XZG23474,4/14/2025,Homo sapiens,USA,,582,USAFSAM-16286
XZG23463,4/14/2025,Homo sapiens,USA,,582,USAFSAM-16285
XZG23334,4/14/2025,Homo sapiens,USA,,582,USAFSAM-16284
XZG23452,4/14/2025,Homo sapiens,USA,,582,USAFSAM-16283
XZG23441,4/14/2025,Homo sapiens,USA,,582,USAFSAM-16282
XZG23430,4/10/2025,Homo sapiens,USA,,582,USAFSAM-16281
XZG23419,4/10/2025,Homo sapiens,USA,,582,USAFSAM-16280
XZG23333,4/4/2025,Homo sapiens,USA,,582,USAFSAM-16279
XZG23685,4/10/2025,Homo sapiens,United Kingdom,H1N1,566,USAFSAM-16278
XZG23684,4/21/2025,Homo sapiens,USA,H1N1,566,USAFSAM-16277
XZG24017,4/18/2025,Homo sapiens,USA,H1N1,566,USAFSAM-16276
XZG24006,4/16/2025,Homo sapiens,USA,H1N1,566,USAFSAM-16275
XZG23995,4/16/2025,Homo sapiens,USA,H1N1,566,USAFSAM-16274
XZG23984,4/16/2025,Homo sapiens,USA,H1N1,566,USAFSAM-16273
XZG23683,5/5/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16272
XZG23973,4/17/2025,Homo sapiens,USA,H1N1,566,USAFSAM-16271
XZG23682,2/11/2025,Homo sapiens,USA,H1N1,566,USAFSAM-16270
XZG23962,2/10/2025,Homo sapiens,USA,H1N1,566,USAFSAM-16269
XZG23951,4/4/2025,Homo sapiens,USA,H1N1,566,USAFSAM-16268
XZG23681,7/24/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16267
XZG23680,7/24/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16266
XZG23679,7/24/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16265
XZG23678,7/24/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16264
XZG23677,7/24/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16263
XZG23676,7/22/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16262
XZG23675,7/22/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16261
XZG23674,7/24/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16260
XZG23673,7/24/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16259
XZG23672,7/25/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16258
XZG23671,4/18/2025,Homo sapiens,Italy,H3N2,566,USAFSAM-16257
XZG23670,3/19/2025,Homo sapiens,Italy,H3N2,566,USAFSAM-16256
XZG23669,3/20/2025,Homo sapiens,Italy,H3N2,566,USAFSAM-16255
XZG23668,3/25/2025,Homo sapiens,Italy,H3N2,566,USAFSAM-16254
XZG23667,3/25/2025,Homo sapiens,Italy,H3N2,566,USAFSAM-16253
XZG24051,1/22/2025,Homo sapiens,Italy,H1N1,566,USAFSAM-16252
XZG23666,12/11/2024,Homo sapiens,Italy,H1N1,566,USAFSAM-16251
XZG24040,1/28/2025,Homo sapiens,Italy,H1N1,566,USAFSAM-16250
XZG23665,2/3/2025,Homo sapiens,Italy,H3N2,566,USAFSAM-16249
XZG23664,1/28/2025,Homo sapiens,Italy,H1N1,566,USAFSAM-16248
XZG24028,1/15/2025,Homo sapiens,Italy,H3N2,566,USAFSAM-16247
XZG23940,4/4/2025,Homo sapiens,Germany,H1N1,566,USAFSAM-16246
XZG23663,4/28/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16245
XZG23662,4/28/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16244
XZG23661,4/14/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16243
XZG23311,3/18/2025,Homo sapiens,United Kingdom,,582,USAFSAM-16242
XZG23195,3/24/2025,Homo sapiens,USA,,582,USAFSAM-16241
XZG23194,2/12/2025,Homo sapiens,USA,,582,USAFSAM-16240
XZG23223,7/5/2025,Homo sapiens,Japan,,582,USAFSAM-16239
XZG23322,2/18/2025,Homo sapiens,Italy,,582,USAFSAM-16238
XZG23300,2/24/2025,Homo sapiens,Germany,,582,USAFSAM-16237
XZG23289,3/26/2025,Homo sapiens,Germany,,582,USAFSAM-16236
XZG23278,3/26/2025,Homo sapiens,Germany,,582,USAFSAM-16235
XZG23193,3/26/2025,Homo sapiens,Germany,,582,USAFSAM-16234
XZG23192,3/19/2025,Homo sapiens,Germany,,582,USAFSAM-16233
XZG23267,3/19/2025,Homo sapiens,Germany,,582,USAFSAM-16232
XZG23256,3/6/2025,Homo sapiens,Germany,,582,USAFSAM-16231
XZG23245,3/6/2025,Homo sapiens,Germany,,582,USAFSAM-16230
XZG23234,3/14/2025,Homo sapiens,USA,,582,USAFSAM-16229
XZG43995,3/24/2025,Homo sapiens,United Kingdom,H3N2,566,USAFSAM-16228
XZG43994,3/24/2025,Homo sapiens,United Kingdom,H3N2,566,USAFSAM-16227
XZG43993,3/20/2025,Homo sapiens,United Kingdom,H3N2,566,USAFSAM-16226
XZG43992,3/18/2025,Homo sapiens,United Kingdom,H3N2,566,USAFSAM-16225
XZG43991,4/10/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16224
XZG43990,4/10/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16223
XZG43989,4/10/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16222
XZG43988,4/10/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16221
XZG44595,11/25/2024,Homo sapiens,USA,H1N1,566,USAFSAM-16220
XZG43987,1/24/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16219
XZG43986,1/24/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16218
XZG43985,3/7/2025,Homo sapiens,Qatar,H3N2,566,USAFSAM-16217
XZG43984,3/20/2025,Homo sapiens,USA,H1N1,566,USAFSAM-16216
XZG43983,2/12/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16215
XZG44584,1/26/2024,Homo sapiens,USA,H1N1,566,USAFSAM-16214
XZG44573,3/10/2025,Homo sapiens,USA,H1N1,566,USAFSAM-16213
XZG44562,3/10/2025,Homo sapiens,USA,H1N1,566,USAFSAM-16212
XZG43982,6/16/2025,Homo sapiens,Japan,H3N2,566,USAFSAM-16211
XZG43981,6/3/2025,Homo sapiens,Japan,H3N2,566,USAFSAM-16210
XZG44551,3/11/2025,Homo sapiens,USA,H1N1,566,USAFSAM-16209
XZG43980,3/12/2025,Homo sapiens,USA,H1N1,566,USAFSAM-16208
XZG43979,3/26/2025,Homo sapiens,Germany,H3N2,566,USAFSAM-16207
XZG43978,3/26/2025,Homo sapiens,Germany,H3N2,566,USAFSAM-16206
XZG43977,3/26/2025,Homo sapiens,Germany,H3N2,566,USAFSAM-16205
XZG43976,3/26/2025,Homo sapiens,Germany,H3N2,566,USAFSAM-16204
XZG43975,3/19/2025,Homo sapiens,Germany,H3N2,566,USAFSAM-16203
XZG43974,3/19/2025,Homo sapiens,Germany,H3N2,566,USAFSAM-16202
XZG43973,3/19/2025,Homo sapiens,Germany,H3N2,566,USAFSAM-16201
XZG43972,3/19/2025,Homo sapiens,Germany,H3N2,566,USAFSAM-16200
XZG43971,3/19/2025,Homo sapiens,Germany,H3N2,566,USAFSAM-16199
XZG43970,3/19/2025,Homo sapiens,Germany,H3N2,566,USAFSAM-16198
XZG43969,3/19/2025,Homo sapiens,Germany,H3N2,566,USAFSAM-16197
XZG44529,3/19/2025,Homo sapiens,Germany,H1N1,566,USAFSAM-16196
XZG44518,3/19/2025,Homo sapiens,Germany,H1N1,566,USAFSAM-16195
XZG43968,3/19/2025,Homo sapiens,Germany,H1N1,566,USAFSAM-16194
XZG43967,3/19/2025,Homo sapiens,Germany,H3N2,566,USAFSAM-16193
XZG43966,3/7/2025,Homo sapiens,Germany,H3N2,566,USAFSAM-16192
XZG43965,3/7/2025,Homo sapiens,Germany,H1N1,566,USAFSAM-16191
XZG43964,3/6/2025,Homo sapiens,Germany,H3N2,566,USAFSAM-16190
XZG43963,3/6/2025,Homo sapiens,Germany,H3N2,566,USAFSAM-16189
XZG43962,3/6/2025,Homo sapiens,Germany,H3N2,566,USAFSAM-16188
XZG43961,3/6/2025,Homo sapiens,Germany,H3N2,566,USAFSAM-16187
XZG44507,3/6/2025,Homo sapiens,Germany,H1N1,566,USAFSAM-16186
XZG43960,3/6/2025,Homo sapiens,Germany,H3N2,566,USAFSAM-16185
XZG43959,3/6/2025,Homo sapiens,Germany,H3N2,566,USAFSAM-16184
XZG43958,3/6/2025,Homo sapiens,Germany,H3N2,566,USAFSAM-16183
XZG43957,3/6/2025,Homo sapiens,Germany,H3N2,566,USAFSAM-16182
XZG44496,3/6/2025,Homo sapiens,Germany,H1N1,566,USAFSAM-16181
XZG43956,3/6/2025,Homo sapiens,Germany,H3N2,566,USAFSAM-16180
XZG43955,3/6/2025,Homo sapiens,Germany,H3N2,566,USAFSAM-16179
XZG43954,3/12/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16178
XZG44540,3/5/2025,Homo sapiens,USA,H1N1,566,USAFSAM-16177
XZG43953,3/5/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16176
XZG43952,3/10/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16175
XZG43951,4/7/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16174
XZG43950,3/31/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16173
XZG43949,3/31/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16172
XZG43948,3/31/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16171
XZG43947,3/10/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16170
XZG43946,3/10/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16169
XZG43945,3/10/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16168
XZG43944,4/6/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16167
XZG43943,4/6/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16166
XZG43942,3/17/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16165
XXQ86640,1/29/2025,Homo sapiens,United Kingdom,,582,USAFSAM-16164
XXQ86599,5/9/2025,Homo sapiens,USA,,582,USAFSAM-16163
XXQ86629,5/20/2025,Homo sapiens,USA,,582,USAFSAM-16162
XXQ86618,5/29/2025,Homo sapiens,USA,,582,USAFSAM-16161
XXQ86607,5/7/2025,Homo sapiens,USA,,582,USAFSAM-16160
XXQ87618,3/7/2025,Homo sapiens,United Kingdom,H3N2,566,USAFSAM-16158
XXQ87617,3/7/2025,Homo sapiens,United Kingdom,H3N2,566,USAFSAM-16157
XXQ88176,3/12/2025,Homo sapiens,United Kingdom,H1N1,566,USAFSAM-16156
XXQ87616,3/11/2025,Homo sapiens,United Kingdom,H3N2,566,USAFSAM-16155
XXQ87615,3/10/2025,Homo sapiens,United Kingdom,H3N2,566,USAFSAM-16154
XXQ87614,3/11/2025,Homo sapiens,United Kingdom,H3N2,566,USAFSAM-16153
XXQ87613,3/7/2025,Homo sapiens,United Kingdom,H3N2,566,USAFSAM-16152
XXQ87612,2/5/2025,Homo sapiens,United Kingdom,H3N2,566,USAFSAM-16151
XXQ87611,1/29/2025,Homo sapiens,United Kingdom,H3N2,566,USAFSAM-16150
XXQ87610,1/29/2025,Homo sapiens,United Kingdom,H3N2,566,USAFSAM-16149
XXQ88165,1/29/2025,Homo sapiens,United Kingdom,H1N1,566,USAFSAM-16148
XXQ87609,1/29/2025,Homo sapiens,United Kingdom,H3N2,566,USAFSAM-16147
XXQ87608,2/19/2025,Homo sapiens,Turkey,H3N2,566,USAFSAM-16146
XXQ87607,3/4/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16145
XXQ87606,2/25/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16144
XXQ87605,2/28/2025,Homo sapiens,USA,H1N1,566,USAFSAM-16143
XXQ88143,5/20/2025,Homo sapiens,South Korea,H1N1,566,USAFSAM-16142
XXQ87604,3/12/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16141
XXQ87603,1/31/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16140
XXQ87602,3/13/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16139
XXQ87601,3/18/2025,Homo sapiens,USA,H1N1,566,USAFSAM-16138
XXQ87600,2/27/2025,Homo sapiens,USA,H1N1,566,USAFSAM-16137
XXQ87599,2/4/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16136
XXQ87598,2/4/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16135
XXQ87597,2/4/2025,Homo sapiens,USA,H1N1,566,USAFSAM-16134
XXQ87596,2/4/2025,Homo sapiens,USA,H1N1,566,USAFSAM-16133
XXQ87595,2/4/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16132
XXQ87594,2/4/2025,Homo sapiens,USA,H1N1,566,USAFSAM-16131
XXQ87593,2/4/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16130
XXQ87592,2/4/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16129
XXQ87591,2/4/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16128
XXQ87590,2/4/2025,Homo sapiens,USA,H1N1,566,USAFSAM-16127
XXQ87589,2/4/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16126
XXQ87588,2/4/2025,Homo sapiens,USA,H1N1,566,USAFSAM-16125
XXQ87587,3/7/2025,Homo sapiens,USA,H1N1,566,USAFSAM-16124
XXQ88154,3/5/2025,Homo sapiens,USA,H1N1,566,USAFSAM-16123
XXQ87586,3/5/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16122
XXQ87585,3/5/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16121
XXQ87584,2/27/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16120
XXQ87583,3/14/2025,Homo sapiens,Italy,H3N2,566,USAFSAM-16119
XXQ87582,3/13/2025,Homo sapiens,Italy,H3N2,566,USAFSAM-16118
XXQ87581,1/30/2025,Homo sapiens,Italy,H1N1,566,USAFSAM-16117
XXQ87580,2/18/2025,Homo sapiens,Italy,H3N2,566,USAFSAM-16116
XXQ87579,2/3/2025,Homo sapiens,Italy,H3N2,566,USAFSAM-16115
XXQ87578,2/18/2025,Homo sapiens,USA,H1N1,566,USAFSAM-16114
XXQ87577,2/18/2025,Homo sapiens,USA,H1N1,566,USAFSAM-16113
XXQ87576,2/18/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16112
XXQ87575,2/18/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16111
XXQ87574,3/11/2025,Homo sapiens,USA,H1N1,566,USAFSAM-16110
XXQ87573,3/3/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16109
XXQ87572,2/25/2025,Homo sapiens,USA,H1N1,566,USAFSAM-16108
XXQ87571,2/18/2025,Homo sapiens,USA,H1N1,566,USAFSAM-16107
XXQ87570,2/18/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16106
XXQ87569,2/18/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16105
XXQ87568,2/24/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16104
XXQ87567,2/24/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16103
XXQ87566,2/6/2025,Homo sapiens,USA,H1N1,566,USAFSAM-16102
XXQ87565,3/7/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16101
XXQ87564,3/7/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16100
XXQ87563,3/7/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16099
XXQ87562,3/17/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16098
XXQ88132,2/19/2025,Homo sapiens,USA,H1N1,566,USAFSAM-16097
XXQ87561,2/19/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16096
XXQ86678,5/1/2025,Homo sapiens,USA,,582,USAFSAM-16095
XXQ86677,2/18/2025,Homo sapiens,USA,,582,USAFSAM-16094
XXQ86809,3/4/2025,Homo sapiens,United Kingdom,,582,USAFSAM-16093
XXQ86798,2/27/2025,Homo sapiens,United Kingdom,,582,USAFSAM-16092
XXQ86787,2/25/2025,Homo sapiens,United Kingdom,,582,USAFSAM-16091
XXQ86776,2/21/2025,Homo sapiens,United Kingdom,,582,USAFSAM-16090
XXQ86765,2/18/2025,Homo sapiens,United Kingdom,,582,USAFSAM-16089
XXQ86676,4/29/2025,Homo sapiens,USA,,582,USAFSAM-16088
XXQ86732,5/6/2025,Homo sapiens,USA,,582,USAFSAM-16087
XXQ86721,4/30/2025,Homo sapiens,USA,,582,USAFSAM-16086
XXQ86675,3/7/2025,Homo sapiens,USA,,582,USAFSAM-16085
XXQ86754,2/4/2025,Homo sapiens,Germany,,582,USAFSAM-16084
XXQ86743,2/7/2025,Homo sapiens,Germany,,582,USAFSAM-16083
XXQ86710,5/1/2025,Homo sapiens,USA,,582,USAFSAM-16082
XXQ86877,2/10/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16081
XXQ87541,2/6/2025,Homo sapiens,USA,H1N1,566,USAFSAM-16080
XXQ86876,2/11/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16079
XXQ86875,2/28/2025,Homo sapiens,United Kingdom,H3N2,566,USAFSAM-16078
XXQ87530,2/20/2025,Homo sapiens,United Kingdom,H1N1,566,USAFSAM-16077
XXQ86874,2/25/2025,Homo sapiens,United Kingdom,H1N1,566,USAFSAM-16076
XXQ86873,2/26/2025,Homo sapiens,United Kingdom,H1N1,566,USAFSAM-16075
XXQ86872,2/25/2025,Homo sapiens,United Kingdom,H3N2,566,USAFSAM-16074
XXQ86871,2/23/2025,Homo sapiens,United Kingdom,H3N2,566,USAFSAM-16073
XXQ86870,2/21/2025,Homo sapiens,United Kingdom,H3N2,566,USAFSAM-16072
XXQ86869,3/5/2025,Homo sapiens,United Kingdom,H3N2,566,USAFSAM-16071
XXQ86868,3/6/2025,Homo sapiens,United Kingdom,H3N2,566,USAFSAM-16070
XXQ86867,3/5/2025,Homo sapiens,United Kingdom,H3N2,566,USAFSAM-16069
XXQ86866,3/6/2025,Homo sapiens,United Kingdom,H3N2,566,USAFSAM-16068
XXQ86865,3/5/2025,Homo sapiens,United Kingdom,H3N2,566,USAFSAM-16067
XXQ86864,3/5/2025,Homo sapiens,United Kingdom,H3N2,566,USAFSAM-16066
XXQ86863,3/5/2025,Homo sapiens,United Kingdom,H3N2,566,USAFSAM-16065
XXQ86862,2/13/2025,Homo sapiens,United Kingdom,H1N1,566,USAFSAM-16064
XXQ86861,2/18/2025,Homo sapiens,United Kingdom,H3N2,566,USAFSAM-16063
XXQ86860,2/13/2025,Homo sapiens,United Kingdom,H3N2,566,USAFSAM-16062
XXQ87519,2/18/2025,Homo sapiens,United Kingdom,H1N1,566,USAFSAM-16061
XXQ86859,2/18/2025,Homo sapiens,United Kingdom,H3N2,566,USAFSAM-16060
XXQ86858,2/18/2025,Homo sapiens,United Kingdom,H1N1,566,USAFSAM-16059
XXQ86857,2/18/2025,Homo sapiens,United Kingdom,H3N2,566,USAFSAM-16058
XXQ86856,2/14/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16057
XXQ86855,5/5/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16056
XXQ86854,2/4/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16055
XXQ86853,2/6/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16054
XXQ86852,2/11/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16053
XXQ86851,2/11/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16052
XXQ86850,2/11/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16051
XXQ87497,2/10/2025,Homo sapiens,USA,H1N1,566,USAFSAM-16050
XXQ86849,2/14/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16049
XXQ86848,2/20/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16048
XXQ86847,2/11/2025,Homo sapiens,USA,H3N2,566,USAFSAM-16047
XXQ86846,2/12/2025,Homo sapiens,USA,H1N1,566,USAFSAM-16046
